Review,date,Author,Location
This temple is so beautiful and is a must see when in Kandy. I would recommend going to see the evening ceremony which is wonderful but keep in mind its very packed! Full of tourists and locals. Make sure you respect the rules and cover your shoulders and legs.,2018/08/22,Hotelierrrr,"Zurich, Switzerland"
"When our group arrived at Sigiriya I must admit I thought how on earth am I gonna climb all the way to the top of that rock! Step by step is the answer - all 1236 of them. It was challenging at times as there were a lot of people coming and going, but the reward was the views once at the top. The history of the place was well told to us by our guide and I think that makes it all the more worthwhile when you know the story of the Lion Rock. Would definitely recommend this as a must do when in Sri Lanka,",2018/08/21,KirstynScott25,"Adelaide, Australia"
"As this is a touted ""must-do"" of any Sri Lanka trip, tourists flock there each day by the hundreds, if not thousands. We noted there were quite a number of locals visiting the rock at the time of visit, as our trip in August coincided with school holidays in Sri Lanka.We arrived by 8am at the ticketing booths, however later found out that other people got their tickets at 7.30am! Still, we had plenty of time to climb the rock unimpeded, even though there was already a steady stream of small groups heading up around the same time. Photographers' note: A disadvantage of arriving during early hours is that the sun is not fully risen behind the rock from the main entrance, so pictures may be silhouetted.The climb to the top itself (if there isn't a queue) took us about 50 minutes, allowing for mini-stops to take photos and pauses to enjoy scenery. As we climbed higher, different scenery came into view, and the countryside around the rock expanded. Stone-carved steps soon gave way to steel stairs. There is a section where you may ascend an enclosed narrow spiral staircase - not recommended for those with mild claustrophobia or vertigo. Fashionistas' note: Don't wear loose skirts! (Like the elderly lady in front of me whose skirt kept whooshing upwards).The spiral staircase leads to a section where rock paintings (of half-naked figures) can be viewed. These are prohibited from photography, and kept under scrutiny by staff. The frescoes are mildly interesting, but as there are no interpretative signs, the average tourist probably won't appreciate it much unless accompanied by a guide.You can choose to bypass the rock art gallery and staircase by speaking to staff. This allows you to skip across to the other side and still climb the remainder of the rock palace for the unmissable views and interesting architectural features. We spent another hour easily exploring the top. There were many people clambering across the brickwork posing for photos even by 10am. So again, it really pays to arrive early to avoid as much of the crowds as possible.Upon reaching the bottom once more, there are many more areas and features to see. These may be worthwhile exploring and most have interpretative signs and also numbers. The exit of the attraction takes you past a number of stalls selling drinks, wood carvings, batik clothing and other souvenirs. Bargain buyers' note: The souvenirs here were priced at least double the normal cost at other city-based shops. The drink prices were about the same.Other important things to note: - Entry fee was USD$30 per adult at the time of writing- Hold onto your ticket as staff will check and tear off stubs at different checkpoints- Main exit is a different spot from the entrance, marked ""Carpark for Foreign Tourists""- Shorts and hats are permitted, but hold onto your hat near the summit on windy days!- Bring binoculars for the spectacular views- Hire a guide if you want to be fully immersed in the history and culture of the place",2018/08/21,J7J8J,"Darwin, Australia"
"It didn't seem like I climbed 1,200 steps! It wasn't that hard of a climb. A few others in my group got just a little winded on the way up, but they still enjoyed the climb. The view from top is well worth the effort!!! Jayantha, our tour guide, gave us the history all the way to the top. He took pictures of our group and went at our pace. The weather was great and the views were amazing!!! This was one of the highlights of our trip to Sri Lanka! If you aren't sure, just do it!",2018/08/21,0428Luna,"Milwaukee, Wisconsin"
This is recommended to enjoy the view from around 4.30pm onwards. You can start from one end and finish at the lighthouse. Would suggest ladies avoid going alone as there are a few “beach boys” who may try to stop and speak. That said if you tell them to leave you alone it seemed totally fine.,2018/08/21,PraneilD,
Galle Fort allows you to experience what life was around 400 years ago.The walls are in very good condition which allows you to walk along the top of the wall.Galle Fort has something for everyone.Inside the Fort there are massive amounts of restaurants with specialty ice cream shops.We will definitely come again.,2018/08/21,426markn,"Port Kennedy, Australia"
"I have read several reviews saying it’s an easy climb. It is if you’re young and fit. This is our perspective, being a little older. 
We are in our 60’s and are reasonably fit. It took us 40 minutes to go up, stopping to rest...More",2018/08/21,Henny111,Nottingham
"We didn't go to sigiriya because it was to crowed and to expensive and we chose  pidurangala and it was the best choice!
Price is 500 rp and we took 30 minutes to reach the top",2018/08/21,alis610,"Seregno, Italy"
"The climb to the top is not that difficult and will take about 20 to 30 minuted. The weather was pleasant, somewhat on the colder side and that made the climb very doable. The view from the top is very beautiful despite the fog.",2018/08/21,Laura0322,"Utrecht, The Netherlands"
If you have climbed sigriya this is a piece of cake. Especially if you have someone to climb with you. The police at the foot of the peak leave on 5.30pm dot. The ideal climbing time is after 5.30 so that when you reach at the top (which will roughly take 45 minutes) the sun had already started to go down.,2018/08/21,Aparnashri K,
"This hike is a easy one that you only need to use 1.5 hours to walk up, take pictures and walk down againIt is easy to find, built in steps almost all the way and a hike for everybodyThe reward is some breathtaking views at the topStart at 0500 and you will see the sunrise",2018/08/21,andreasfj1982,"Bergen, Norway"
"Have a walk around in the tiny streets of this old town! Little shops, museums and lots of historical buildings...",2018/08/21,sanderenyvette,"Heerhugowaard, The Netherlands"
I asked security what's problem but they wouldn't give me a reason. I was modestly dressed. I had traveled from Colombo to Kandy for hours to explore it. But to my shock I was attacked with racism. I was furious. Anybody is allowed inside mosque but they have such restrictions for us. Such a shame.,2018/08/21,mona j,
"Because of the many stories I had high expectations, but the temple couldn’t live up to it. The temple itself is pretty simple, but beautiful nevertheless. It’s very crowded with tourists and locals and the entrance fee is extremely expensive. The small museum in the temple complex is great, though. Because of the Perahera, you could see elephants on the compound. They were chained up and you could see they were not comfortable. That was painful to watch.",2018/08/21,Laura0322,"Utrecht, The Netherlands"
A lovely temple to visit and see the history with the historical and the current on display well worth a visit,2018/08/21,inandAbouttown,
"The temple of Hairs. This temple have the relics of Budha Hairs and amazing collections of art. 

Authority forcefully asked you buy ticket which is a donation and not ticket. SRI LANKAN govt shall look into that",2018/08/21,Umang A,"Mumbai, India"
"It’s a place with so much of history,calm and tranquility. This place is apparently one of the oldest temples in Colombo.  It also houses gifts given by various counties.  I just wish it was kept a lot more cleaner and maintained.",2018/08/21,Wanderlusttrokker,"Kuwait City, Kuwait"
"Great place to visit! Loved it. Some views from top.
Be sure to get there as soon as opens! Price is 30 usd..",2018/08/20,Rob A,
"Well worth the trip. Not much more to add. Would be good to spend some time at the top. So allow plenty of time to climb,",2018/08/20,PaulFarnhamUK,"Farnham, United Kingdom"
"This is suited to those who like history, architecture and a nice hike, it's a little challenging in places but the views from the top are very much worth it - as are the cave paintings you see during the climb. The achievement architecturally speaks for itself!",2018/08/20,vinnymagic,London
"This is suited to those who like history, architecture and a nice hike, it's a little challenging in places but the views from the top are very much worth it - as are the cave paintings you see during the climb. The achievement architecturally speaks for itself!",2018/08/20,vinnymagic,London
"It’s a beautiful place, a short trek only sad part was the whole trek we had to form a que and 1.5 hrs walk took us almost 3-4 to complete as it was crowded. Entrance fare is 50% lesser for SARAAC nationals, so do carry your passport. View from the top is really beautiful.",2018/08/20,shynz,
"The Horton plains form an undulating plateau over 2000 meters high, which consists mainly of grasslands interspersed with patches of forest, with some unusual high-altitude vegetation. The plains are more often than not, visible only before 10.00am due to the heavy mist, which engulfs the area. The most unique feature of the Horton Plains is the ""World's End"". This is a sheer 1,000 feet vertical escarpment which visitors throng to see. The Horton Plains was once the hunting ground for Mr. Farr, a former British Governor which is today home to rare species of fauna and flora.",2018/08/20,Ranmal F,"Moratuwa, Sri Lanka"
"We took the train from Colombo which was a bit hectic but worth the trip. It’s a beautiful beach and despite the monsoon season and the sea being a bit rough, it was still beautiful and one can only imagine how appealing it would be in peak season. The town itself has a few tourist shops which appear ok. Mount Lavinia has an interesting history to its name which is romantic. Worth a visit",2018/08/20,Poppy2200,"Altrincham, United Kingdom"
"Our Guide, Menaka arrived well beforehand to make sure all the ""sleepy heads"" were up. excited and ready to roll out at 4.30am sharp!Our breakfast packed in a picnic basket, each one of us armed with a thermos mug of hot coffee/tea, in darkness we all set off for our safari at Yala National Park.Menaka gave us a quick briefing and touched stratigically on how our day would run to ensure we see all the hard to spot primates/animals esp the leopards and sloth bears.I am happy to report that we saw both and more like deers..walking crocodile..buffalos..peacocks..wildboars..monitor lizard..etc etc including an elephant with tasks (rare find).Menaka is a very professional driver with exceptionally good skills. He is also very knowlegable about all the animals/birds. The way he drove demonstrated to me that he is no stranger in Yala. He knows the terraine so well that I could easily say he can drive with his eyes blind folded!If anyone is thinking Yala, I highly recommend Menaka for the job. His number is +94779618415.Menaka, thank you very much for ""wild safari driving"" us in time to catch the sloth bear before he disappeared into the woods.On behalf of the boys and myself, I would like to thank you again for showing us all such a good time. You did a gr8 job and I hope I can return during the wet season and do it all over again!!Sim ChoongMelbourne, Australia+61413216238",2018/08/20,Ozmonyet,"Melbourne, Australia"
"We stayed in a fantastic hotel (Wild Coast Tented Lodge) while in the area and wish we stayed in the resort the whole time rather than attempting the safari. The main issue is the number of vehicles that they allow in the park, there are no restrictions so at any one time you are in a convoy of vehicles as you attempt to find wildlife and should anything be spotted then the vehicles swam towards the poor animal. At 6am you have to queue with approx 50 other vehicles which is just horrible. We have been fortunate enough to safari in South Africa on Private reserves and been spoilt by not having any or many vehicles in the area so this was a strange experience for us. Also, wildlife is not obviously abundant - the leopard remains elusive! Yala is a beautiful part of the world with excellent hotels but I would think twice about going on safari here.",2018/08/20,PaddyM570,"Kidmore End, United Kingdom"
very nice place and the animals are in their natural ambient. its a very nice place to visit. we loved it,2018/08/20,patrick5454,"Birkirkara, Malta"
"The view from the fort walls, which go pretty much all the way round, is fantastic. The streets inside are a haven for shoppers with some decent places to have a coffee, beer or food. Plenty of good places to stay inside and outside the fort.",2018/08/20,NeilPike,"Saffron Walden, United Kingdom"
"The fort has a colourful history, and today has a multi-ethnic and multi-religious population. Sri Lankan government and many Dutch people who still own some of the properties inside the fort are looking at making this one of the modern wonders of the world. The buildings and fort itself is very impressive with great history and architecture. Lots of little shops and eateries, shops are definitely priced for tourist. You can haggle with the shop keeper to bring the priced down. Good view of the Galle cricket grounds. Well worth the visit.",2018/08/20,Sanjay S,
One of the nice place to see if you are in Sri Lanka...there is the old Dutch Church which was build in 1640...There are some nice boutique hotels where you can spend a night and have a evening walk around the fort or do a morning jog..,2018/08/20,caroltay2018,"Singapore, Singapore"
An easy walk (even with children) to Little Adam´s Peak to see the beautiful Mountains. No entrance fees and no one selling things on the way.,2018/08/20,sreepathy p,deutschland
Housed in a Colonial Type impressive building in Colombo 7. Easy access from any part of Colombo. Staff seem to be friendly. Exhibits displayed very impressively. Lot to see. Entrance tickets have to be purchased. Parking available.,2018/08/20,acmemc,"Colombo, Sri Lanka"
"The Udawattekele Sanctuary is an area of rainforest rich in species that have still been protected. The sanctuary consists of 160 acres of tropical rain forest and provides home for flora, fauna, birds and monkeys. Some of the birds that inhabit the Udawattekele Sanctuary are the Layards Parakeet, Sri Lanka Hanging Parrot, Yellow Fronted and Ceylon Small Barbets, Black Capped Bul Bul, Brown Capped Babbler, Emerald Dove and many more.",2018/08/20,Ranmal F,"Moratuwa, Sri Lanka"
There are too many waves at the moment to do anything in the water. Also 2 diving schools are closed (Poseidon and Sri Lanka diving academy) which is not mentioned anywhere.,2018/08/20,Sjoerd S,
"Very nice beach on south part of Srí Lanka. You have many choice how to spend your time here. You can chill in beach pubs, playing in ocean waves, surfing or going near by ocean on soft sand.",2018/08/20,Michal O,
As well as being a temple for buddha it contains 3 interesting museums and a whole heap of monks and elephants wandering around. If your in Kandy this is a must see - partly because its the basis of their religion and partly as theres not a whole lot else to do!,2018/08/20,Tim S,"North Haven, Australia"
"A must visit in Colombo, this temple gives you an idea about Buddhist tradition and rituals in Sri Lanka. very famous among the Buddhist tourists all over the place.",2018/08/20,Charith D,
"Gangarama, with its imposing buildings, not far from the placid waters of Beira Lake, was originally, only a little hermitage on a piece of marshy land. Today Gangarama temple serves not only as a place of worship but also as a centre of learning. It has main features of a Vihara (temple), the Cetiya (Pagada) the Bodhi tree, the Vihara Mandiraya, the Simamalaka and the Relic Chamber. In addition the temple is comprised with a museum, a library, a three storeyed Pirivena and Educational halls.",2018/08/20,Ranmal F,"Moratuwa, Sri Lanka"
"On arrival, after all the hustle of getting tickets and avoiding a million tourists taking selfies before the start of their climb, you do stand there in awe at the rock and wonder if you are up to it. I have to admit, physically it was tricky but more than doable as there are opportunities along the way to stop and catch your breath if needed. It’s more the challenge of fears I encountered. It was a scary climb and at times I was terrified. The steepness, it felt unstable even though it wasn’t but make the effort to go to the top. It is definitely worth all the effort to have the cool breeze that hits you when you get there and the views are amazing. Coming down is swift and easier. Go early as coach loads arrive mid morning and it’s then really overcrowded.",2018/08/19,01tw1969,"London, United Kingdom"
"The weather in Sri Lanka can be unstable so you will see many red flags. 

But as long as you stay waist deep you are fine. The water is beautiful and worth checking out or for surfing.",2018/08/19,grimr4p3r,"Kuwait City, Kuwait"
Nice beach. Clean golden sand. You do get hassled a tiny bit by locals. But if you say no thank you they generally move on.,2018/08/19,S1106ZImarkm,
"The closest beach from the city. The sea was rough. You can't get in the water. Also mostly local crowd and less tourists.

Would not recommend to a tourists..I am sure there are better beaches here.",2018/08/19,Soumya111,"New Delhi, India"
"Sadly this part of Sri Lanka hasn’t had rain in many months which made going on safari there very disappointing. Not because we didn’t get to see many animals over three hours but more so the many safari vehicles eager to please their guests so the drivers were aggressive, dangerous at times as they compete to get closest to any animal spotted. At one point there were 30 safari trucks at one point, no one giving way, it was totally shambolic. It was said afterwards that the park is closing for two months due to the drought. Maybe in that time they should find a way to regulate these safari trucks as it’s an accident waiting to happen.",2018/08/19,01tw1969,"London, United Kingdom"
"Lovely for a day of wandering about in a relaxed old world environment. Shame that there is no obvious walking tour available to explain what everything is.A word to the wise. We arrived on the train from Bentota. On the train we were befriended by a guy who supposedly works at the post office and was heading home to see his family. All very believable. His advice on places to visit extended to advice on tuk tuks. The fort was also apparently closed until lunchtime due to a ministerial visit. We finally saw the scam as we left the station, made our excuses and escaped his clutches but we see from other reviews that others have been scammed to their cost.",2018/08/19,Rupert G,"Chester, United Kingdom"
This trail is a must do if you are in Kandy early in the morning.Ticket counter opens at 8am.We were staying in a homestay at the backside of the entry point but it had a trail starting close by and we ended the trail at the entrance from where we started our day! We saw some wild boars and many monkeys with black ears and Langoors. Absolutely safe place too!,2018/08/19,NaliniCh,"Navi Mumbai, India"
"The old town is a charming area for historical discovery and shopping. 

A walk around the ramparts of the Fort exploring the old churches, post office and restaurants will make for an enjoyable time me. 
There are a number of quality shops - Minnie Mango...More",2018/08/19,TheWilds42,"London, United Kingdom"
The beach on the Main Street is mostly clean - at the northern end it does look a little sad with some dilapidated buildings but in the middle there are probably 5 or 6 beach bars offering food all day as well as “free” sun loungers - they are not allowed to charge you for these. - however there is an expectation you will purchase drinks or food. Food is simple and suitable for bland western palates. I’d leave the beach and go elsewhere for more traditional food and then heard back there for a nightcap....,2018/08/19,449kirstyb,"Sydney, Australia"
We visited the Shrine. It was good to meditate here. The Esala Perihara Festival was worth the watch. People stand along the road approaching the temple and watch the entire beautifully choreographed parade of different cultures of Sri Lanka! Should not miss it if you are in Kandy from 16th august to 26th August.,2018/08/19,NaliniCh,"Navi Mumbai, India"
"This temple is one of the most unique temples i visited. it is very peaceful and beautiful but the most unique aspect of the temple is the fact that it is also a museum.The monks like to collect precious and old items. every corner of the temple was decorated with historic and precious statues, jewels, and artifacts.The most precious of which is the box containing hair relics from Buddha.",2018/08/19,lara t,
"A must visit in Colombo, this temple gives you a perspective of Buddhist tradition and rituals per se Sri Lankan perspective. Its best if you spare 2 to 3 hours and go through the place in a slow pace.",2018/08/19,s533subhashn,"Mumbai, India"
"History and culture at harmony at this exuberant display. While the Buddhism does not advocate the flamboyancy, yet gold, wealth and many ancient classic cars are on display. A clean and secure place for the families and friends visit from whatever your religion. Buddhism has tolerance for any religion and that is on display here with diverse people visiting this place and behave accordingly.",2018/08/19,MarkSheen,"Clovis, California"
"If you genuinely have vertigo then Sigiriya Rock probably isn’t for you but don’t be put off by reviews saying it’s a hard climb. I’m late 50s and reasonably fit but no tri-athlete and did it in 30 – 40 minutes with just one stop at the Lions Pays. We started at 7:15am so we weren’t held up and I would recommend starting no later than 8am. You descend a different way to how you climb up so don’t be worried about having to cross people on narrow metal walkways because you mostly won’t,Great views from the top so definitely give it a go.",2018/08/18,cadsden,"Princes Risborough, United Kingdom"
"We arrived by tuk tuk (recommend Thilina +94712714790 also has home stay) and the driver took us directly to the ticket building. We picked up our tickets at 7am and headed to the rock first. There were already a good number of people ascending. Be aware the some parts are steep and narrow (not for those with vertigo). The handrails are old and rusty so be prepared for sticky, orange stained hands. The views at the top are breathtaking! The descent is the same route and navigation through those coming up is tricky. This was an early walk any later would be very unpleasant due to the increasing number of people.",2018/08/18,loraf2018,
Interesting place with an impressive rock. The gardens are worth to visit and the view from the top of the rock is fantastic. We went there very early in the morning but the site was already overcrowded. I wonder if it would not be better to go there at the end of the day...,2018/08/18,christophepL922JQ,
I was looking forward to visiting this site ever since i decided to come to Sri lanka and let me say it lived up to it.The tour guide at the site was very friendly and informative and was very patient when i had to stop for pictires or to catch my breath.Had to climb up around 1200 steps and these steps are not the easy type so prepare yourself but its totally worth it when you get to the top and see the amazing Sri lankan landscape. Its absolutely breathtaking.As the stairs are narrow theres usually a line so the tour would easily take 2 hrs.,2018/08/18,lara t,
"So my family and I visited here with our guide. We paid an entrance fee which included the services of a forest guide too. He did not speak English but our guide was luckily able to translate. He pointed out wildlife; we saw a snake, monkey and various birds, pretty butterflies and others. The trek is 4 hours to the viewpoint at the top. Be warned though this is not a casual stroll through the forest! We rocked up with trainers and anoraks and thought we were fine. But there is a lot of climbing and clambering and it took us nearer 5 hours. It is very humid as you would expect. I struggled and didn’t quite make it to the top although the rest of the family did and enjoyed the view. Really hiking boots are required and DEFINITELY pay for leech socks! I didn’t know you could do this or I definitely would have done. We were plagued by leeches all the way round - I tucked my trousers into my socks - but the leeches ate through my (fairly robust sport socks) and my ankles / socks were bright red from the blood!! Not a pretty sight. Shocked the (well prepared) Chinese tourists! I ended up with 5 leech bites and we had to keep stopping to remove the leeches from INSIDE our shoes/ socks as well as outside. Ew. On the way back down we sprayed our shoes with mozzy repellent which seemed to help. Do take plenty of water too - again we were ill prepared.An interesting experience but would have been much easier with the right equipment!There is a little shop you can buy a few welcome snacks/ drinks at the end. There are toilets but women - it’s just a hole in the ground :(. You make want to take an entire change of clothes if like me you sweat in the humidity!",2018/08/18,SuzyW801,"Torquay, United Kingdom"
"Horton Plains National park was a fun place and we enjoyed but we have such places in our country with a little bit difference
 in animals and plants. I suggest you to visit our green and fresh nature( in Iran).
You won't regret it.",2018/08/18,Mahsa S,Iran
"We were excited about going here because we love hiking and go to many national parks in England and wherever we go travelling. We teamed up with another couple for the drive from nuwara Eliya which cost us 5,000 rupees and the drive took about an hour. We set off at 5am because we were told it's better to see the views early. When we arrived at the ticket office there was a huge queue and it was freezing! The ticketing is crazy and very disorganised. The couple in our car teamed up with some other Dutch people in the queue to buy a group ticket to the park to save themselves some cash (not sure it saved them that much!) so we had to buy a ticket for ourselves and it was insanely overpriced..I think 7,000 rupees for the two of us. World's end was nice but there were masses of people trying to look at the same view which took the beauty out of it for us and we certainly didn't think it rivalled the lake district. It was a pleasant walk but we wouldn't recommend it. The only thing we did like was how clean the park was and no plastic is allowed in.",2018/08/18,Dendells,
I can say that this is a hot spot for tourism and nightlife. There are a lot of restaurants in beach side and some have good music system. I think evening time is the best time to visit there. Finally if ever been to Colombo never miss this place to visit.,2018/08/18,387mahmudurr,"Dhaka City, Bangladesh"
"We went for a 7 hour tour and saw everything apart from a sloth bear as it was the wrong season (they are hibernating). I would actually recommend the morning only as we saw very little in the late morning. Yes, you do have a lot of other people in the park and the roads are bumpy but just ask the driver to stop when you come across different animals as this will allow you to experience and appreciate what the park has to offer. I feel people moaning about the above just raced around trying to see the big animal attractions rather than the whole experience. If you go with the attitude that you will see only a few of the big animals then you will have a better time as it will allow you to appreciate what you come across. Our driver was keen to keep racing around but we encouraged him to move on quickly so we didn't waste our time stuck with the masses.",2018/08/18,RBandSM,"London, United Kingdom"
"It's easy to find a pack to visit the park but there are many different prices.We are a family of 4 (2adults and 2kids: 10 and 8 years old) we checked different prices through emails and the best option and more comfortable was the option hotel offered us: 5500 Rs for the driver and 4 tickets plast driver 10000 RS.It was a morning safari: 5h to 10We saw several exotic birds, an amazing group of starving crocodriles, elephants...not the leopard but although it was not reach of animals the views are very nice.In our opinion too many jeeps in this strange leopard hunting...We recomend to visit kaubulla national park if you really want to see big groups of wild elephants.",2018/08/18,Gemmaenric,
"Very big area to walk around, it’s a half day or full day activity, depending on the individual. We arrived and were told to decline the tuk tuk tours around the place because everywhere is free to get in and you do need to be driven around. The buildings and fort itself is very impressive with great history and architecture. I wish there were some kind of walking tour that explained each area and it’s significance. We were also told by our tuk tuk driver that most jewellery, clothing, etc are very over priced and there is a market not far where you can walk to and buy the same stuff for a lot cheaper. Overall, I think it’s a must do if you’re in the area.",2018/08/18,shannonh723,"Melbourne, Australia"
The fort area is a must see place in Galle - surely its most popular attraction. Be prepared to walk your way through the streets inside the fort and soak in all the history around. It is a living fort - people still live inside it. And there are some wonderful eateries and shopping places inside.,2018/08/18,Akshaya S,"Noida, India"
Went up the rock at 5.30 am for the sunrise. Unfortunatly it was a bit cloudy. But the view was magnificent. It was a hard trip up. LOTS of stairs and very big rocks to climb at the end. But absolut worth it.,2018/08/18,danish14,"Aarhus, Denmark"
"Great place to go with a nice view on the jungle and Lion Rock. The top of the rock is very large and ""almost"" flat. The walk to the top is quite step but easy and funny when we reach the rocky part.
Much less...More",2018/08/18,christophepL922JQ,
"20 mins to walk (each way) from 98 Acres resort. Easy walk but quite a few steps. Great views at the top, little Buddha statue and that’s about it! We went at 8am- only 3 people there. Looked busy during the day time. Stop at cafe 98 (part of 98acres) for a drink or lunch on the way back- very lovely food!",2018/08/18,GrandTour605843,
We stayed at a nearby hotel as part of our honeymoon package and decided to walk up it one morning. It took about 15 minutes from the base and wasn’t too strenuous. I’d suggest going early morning to beat the heat and the tourists. Stunning views from up at the top. Well worth it if nearby.,2018/08/18,Rockies14,"Chesterfield, United Kingdom"
This is a relatively easy hike up and worth each step for the views at the top. The walk is a mixture of steps and climbing and it was a pleasant way to spend an afternoon.,2018/08/18,Becksem,"London, United Kingdom"
"The steep walk to the top is mostly up steps so it was fine. The walk then continues over two more peaks which have a few more steep scrambly bits. My daughter (afraid of heights) and I sat those out and admired the view but husband and son (12) managed without a problem. This is a doable, well marked walk with rewarding views.",2018/08/18,sharieramanella,Twickenham
"The fort and its architecture from colonial times are worth a visit, when you’re around. Since there’s not so much to do apart from the museum (which we didn’t visit), you should plan one day only.",2018/08/18,timoj619,
"Approx £7 each to get in. You must take your shoes off and work around the whole place (including outside gardens and in muddy puddles barefoot).Lots of tour guides ask if you want them to show you around- it was about £10. Our driver came with us and he grand a grand job at explaining. At first you have to go through a little security bag check- girls go one way, boys the other. All fine but daunting being split up. Very busy, lots of pushing and shuffling but not in a horrible way. Lots of people wanting to make offerings (you can buy flowers outside).Baggy trousers and a t shirt was fine.",2018/08/18,GrandTour605843,
"I'm glad I went and would definitely recommend it because of the significance of the temple in Sri Lanka, but it was absolutely packed when I visited!Foreigners have to buy a ticket, which is round the corner from the entrance and not entirely obvious if you come from the other direction. Once I'd got my ticket, I joined the hoards of locals and some tourists shuffling in a tight pack into the temple and up a number of sets of stairs. You then shuffle passed the shrine for the Tooth Relic and out the other side - I wasn't even really aware that I was passing it until I had gone passed because there were so many people there!",2018/08/18,beckypexploring,
"Temple co taining the tooth of buddha. Beautifully decorsted. Crowded place as you can expect. Entrance: 1500 rupees. You can leave your shoes at a counter, as you have to walk barefoot.
A must visit whilst in Kandy.",2018/08/18,JimL1832,
"Very big temple , so expect a lot of people.
I had a bag pack and it was really inconvenient as you need to squeeze between the visitors.
You can see how they wash the elephants. 
Ceremony (9:30) was nice.",2018/08/18,418koenv,
This is a beautiful beach. Can get crowded sometimes. Turtles turn up on the shore near Hikka Tranz because people keep on feeding them. You may find beautiful corals standing up on the beach. What more can you ask for!,2018/08/17,shahmonishd,"Mumbai, India"
You can hike here and be away from people and in the presence of many animals. This is a great activity with or without kids.,2018/08/17,esopus35,"Hyattsville, Maryland"
"Took us about 2-3 hours to do the walk with an early start, but it means you get to see so much before weather hinders any views. The walk itself is long, but manageable with care as parts are uneven and hilly. Worth a visit if you are in the area.",2018/08/17,Paul B,"Bradford, United Kingdom"
"We opted to climb Pidurangala instead of Sigiriya as you get pretty much the same view and it costs a lot less!

Don’t be put off by the leaflet saying that you need to be very fit and that it’s a strenuous 2 hour climb....More",2018/08/17,TrailBlazer521608,"Tonbridge, United Kingdom"
"Much nicer because of the price and a lot less tourists
Beautifull vieuw of lion rock on top of this one",2018/08/17,natanyav2017,"Hoofddorp, The Netherlands"
"Travel in Ella was truly beautiful journey including the landscape and nature are amazing, and one of the highest reason is to climb Little Adam's Peak.1) Little Adam’s Peak is 1141m high. So please refer to the tittle of ""little"", means it's not Adam's Peak. Both was located in different district.2) From the main road in Ella town, u need to walk about 3km-4km to find the main entrance for start the trail. Means u will see the signage of Little Adam's Peak.3) From main entrance, the trail begins with a moderate incline as it winds through tea plantations around 10-15minutes.4) After the tea plantations, u need to follow the steps of stairs trail. I don't know exactly how many steps it's, may be around 300++ stairs. It's will take 20-30minutes to go up depend on your stamina.5) The stairs trail is well-maintained and u can see the spectacular view but beware becausethe steps are not the same height.6) Please wear comfortable and sturdy shoes on your way up. Bring mineral water. Use sunblock/sunscreen, hat or anything u think needed.7) Little Adam's Peak was easy for hikers and moderate trail for others. But u will not regret about that because on the top u can see 360 view of mountain (including Ella Rock).8) Just for info that, taxi/auto also bus is available there, from the main road to the entrance.",2018/08/17,chotyb,
Very easy hike to the top. Although the best part is when you continue walking to the left. It gets a little bit more complex but it’s worth it!,2018/08/17,Maite_AT,"Madrid, Spain"
Lovely quiet spot for a morning's meandering.Didn't see too many animals but should we it's their territory.,2018/08/17,Spiceisles,Christchurch
Walking around is a great activity to view the fort and the surrounding features. There are many photo opportunities here,2018/08/17,esopus35,"Hyattsville, Maryland"
"Fascinating place to visit lots of little streets to explore full of shops of all types, jewellery, gifts, clothes etc. lots of places to eat and drink, many places to stay and lots of historical venues to visit and explore!",2018/08/17,Steven R S,"Perth, Australia"
"A beautiful colonial (duct) fort surrounding the city making the location one historical place that making you want to explore, The hot sun may be a a bit hard specially on the afternoon, but if your here early morning or in the evening you can...More",2018/08/17,Ahamed T,
"This is one of the must see temples in Srilanka. We went twice both night time and day time as well. The night view was majestic with lights next to the lake. The day view was good too, but it was quite crowded when we went, and the queues were quite long, but it was worth the wait. This temple was built to worship the sacred tooth relic of Lord Buddha. A decent attire is a must to visit this temple. A very old and sacred place, it should be on your bucket list in Kandy.",2018/08/17,Harish S,
"Though the temple is unique and a world heritage centre, the beauty of it lies in the serene environment. See the temple and find yourself a nice place to just sit and meditate.",2018/08/17,Anamica_Banerjee,"Bengaluru, India"
There are multiple things to be seen inside this temple and there are numbers given to each place to visit. This tour may take 30 to 45 minutes. It has a beautiful bodhi tree and one can meditate underneath it as well.,2018/08/17,Anamica_Banerjee,"Bengaluru, India"
"Hikkaduwa is the best beach for spend your vacation period. Because the beach is very clean and it is a white sand beach. You can do lot of things in hikkaduwa. they are, snorkeling, diving, surfing, see the coral reefs and turtles. Not only that you can get another lot of experiences outside the beach. They are, hikkaduwa mangrove safari and fish therapy, visit the buddhist temples, visit turtle hatchery, get ayurvedic treatments and spa, enjoy the nightlife. So don't forget to enjoy with hikka in your sri lankan tour....!!!",2018/08/16,SriLankaHolidayHomes,"Hikkaduwa, Sri Lanka"
There are many beautiful beaches in Sri Lanka and Bentota beach is one of them. it looks picturesque. Best place for surf.,2018/08/16,ricshanshibly1986,"Jeddah, Saudi Arabia"
One of the worst safaris I’ve ever been on. Hardly any animals accept for some buffaloes and not even some crows and two elephants. The proper roads made in the safari park are probably the culprit. But we all were all very disappointed. We went on two drives one in the morning and one in the afternoon and got to see NOTHING at all. Don’t recommend the effort and long drive to go to this place.,2018/08/16,598yasark,"Dubai, United Arab Emirates"
